datetime,consumption
2016-07-22 07:00:00,255.0
2016-07-22 07:30:00,527.0
2016-07-22 08:00:00,261.0
2016-07-22 08:30:00,336.0
2016-07-22 09:00:00,341.0
2016-07-22 09:30:00,338.0
2016-07-22 10:00:00,268.0
2016-07-22 10:30:00,2174.0
2016-07-22 11:00:00,1018.0
2016-07-22 11:30:00,455.0
2016-07-22 12:00:00,363.0
2016-07-22 12:30:00,260.0
2016-07-22 13:00:00,481.0
2016-07-22 13:30:00,404.0
2016-07-22 14:00:00,403.0
2016-07-22 14:30:00,923.0
2016-07-22 15:00:00,896.0
2016-07-22 15:30:00,1736.0
2016-07-22 16:00:00,5633.0
2016-07-22 16:30:00,709.0
2016-07-22 17:00:00,838.0
2016-07-22 17:30:00,517.0
2016-07-22 18:00:00,700.0
2016-07-22 18:30:00,570.0
2016-07-22 19:00:00,335.0
2016-07-22 19:30:00,369.0
2016-07-22 20:00:00,2653.0
2016-07-22 20:30:00,3446.0
2016-07-22 21:00:00,2598.0
2016-07-22 21:30:00,3394.0
2016-07-22 22:00:00,1472.0
2016-07-22 22:30:00,660.0
2016-07-22 23:00:00,596.0
2016-07-22 23:30:00,470.0
2016-07-23 00:00:00,249.0
2016-07-23 00:30:00,247.0
2016-07-23 01:00:00,247.0
2016-07-23 01:30:00,247.0
2016-07-23 02:00:00,248.0
2016-07-23 02:30:00,248.0
2016-07-23 03:00:00,245.0
2016-07-23 03:30:00,271.0
2016-07-23 04:00:00,344.0
2016-07-23 04:30:00,331.0
2016-07-23 05:00:00,322.0
2016-07-23 05:30:00,245.0
2016-07-23 06:00:00,244.0
2016-07-23 06:30:00,246.0
2016-07-23 07:00:00,246.0
2016-07-23 07:30:00,245.0
2016-07-23 08:00:00,245.0
2016-07-23 08:30:00,1321.0
2016-07-23 09:00:00,519.0
2016-07-23 09:30:00,330.0
2016-07-23 10:00:00,305.0
2016-07-23 10:30:00,243.0
2016-07-23 11:00:00,243.0
2016-07-23 11:30:00,244.0
2016-07-23 12:00:00,250.0
2016-07-23 12:30:00,242.0
2016-07-23 13:00:00,862.0
2016-07-23 13:30:00,605.0
2016-07-23 14:00:00,630.0
2016-07-23 14:30:00,1251.0
2016-07-23 15:00:00,2230.0
2016-07-23 15:30:00,2354.0
2016-07-23 16:00:00,6002.0
2016-07-23 16:30:00,5232.0
2016-07-23 17:00:00,6116.0
2016-07-23 17:30:00,2982.0
2016-07-23 18:00:00,3378.0
2016-07-23 18:30:00,5127.0
2016-07-23 19:00:00,2338.0
2016-07-23 19:30:00,771.0
2016-07-23 20:00:00,1007.0
2016-07-23 20:30:00,877.0
2016-07-23 21:00:00,633.0
2016-07-23 21:30:00,706.0
2016-07-23 22:00:00,1460.0
2016-07-23 22:30:00,664.0
2016-07-23 23:00:00,554.0
2016-07-23 23:30:00,470.0
2016-07-24 00:00:00,370.0
2016-07-24 00:30:00,337.0
2016-07-24 01:00:00,336.0
2016-07-24 01:30:00,335.0
2016-07-24 02:00:00,290.0
2016-07-24 02:30:00,246.0
2016-07-24 03:00:00,245.0
2016-07-24 03:30:00,245.0
2016-07-24 04:00:00,245.0
2016-07-24 04:30:00,246.0
2016-07-24 05:00:00,245.0
2016-07-24 05:30:00,246.0
2016-07-24 06:00:00,244.0
2016-07-24 06:30:00,244.0
2016-07-24 07:00:00,244.0
2016-07-24 07:30:00,808.0
2016-07-24 08:00:00,2735.0
2016-07-24 08:30:00,1698.0
2016-07-24 09:00:00,354.0
2016-07-24 09:30:00,390.0
2016-07-24 10:00:00,1100.0
2016-07-24 10:30:00,1955.0
2016-07-24 11:00:00,2034.0
2016-07-24 11:30:00,1646.0
2016-07-24 12:00:00,796.0
2016-07-24 12:30:00,1462.0
2016-07-24 13:00:00,447.0
2016-07-24 13:30:00,804.0
2016-07-24 14:00:00,344.0
2016-07-24 14:30:00,666.0
2016-07-24 15:00:00,352.0
2016-07-24 15:30:00,310.0
2016-07-24 16:00:00,1410.0
2016-07-24 16:30:00,4537.0
2016-07-24 17:00:00,4173.0
2016-07-24 17:30:00,4054.0
2016-07-24 18:00:00,6456.0
2016-07-24 18:30:00,2653.0
2016-07-24 19:00:00,2274.0
2016-07-24 19:30:00,2502.0
2016-07-24 20:00:00,770.0
2016-07-24 20:30:00,918.0
2016-07-24 21:00:00,1157.0
2016-07-24 21:30:00,1090.0
2016-07-24 22:00:00,707.0
2016-07-24 22:30:00,494.0
2016-07-24 23:00:00,346.0
2016-07-24 23:30:00,344.0
2016-07-25 00:00:00,342.0
2016-07-25 00:30:00,433.0
2016-07-25 01:00:00,394.0
2016-07-25 01:30:00,331.0
2016-07-25 02:00:00,330.0
2016-07-25 02:30:00,329.0
2016-07-25 03:00:00,328.0
2016-07-25 03:30:00,290.0
2016-07-25 04:00:00,243.0
2016-07-25 04:30:00,243.0
2016-07-25 05:00:00,243.0
2016-07-25 05:30:00,244.0
2016-07-25 06:00:00,242.0
2016-07-25 06:30:00,241.0
2016-07-25 07:00:00,419.0
2016-07-25 07:30:00,287.0
2016-07-25 08:00:00,238.0
2016-07-25 08:30:00,641.0
2016-07-25 09:00:00,1250.0
2016-07-25 09:30:00,799.0
2016-07-25 10:00:00,1328.0
2016-07-25 10:30:00,251.0
2016-07-25 11:00:00,239.0
2016-07-25 11:30:00,430.0
2016-07-25 12:00:00,241.0
2016-07-25 12:30:00,317.0
2016-07-25 13:00:00,2100.0
2016-07-25 13:30:00,2485.0
2016-07-25 14:00:00,600.0
2016-07-25 14:30:00,3076.0
2016-07-25 15:00:00,2322.0
2016-07-25 15:30:00,3819.0
2016-07-25 16:00:00,1949.0
2016-07-25 16:30:00,705.0
2016-07-25 17:00:00,978.0
2016-07-25 17:30:00,3465.0
2016-07-25 18:00:00,2388.0
2016-07-25 18:30:00,1031.0
2016-07-25 19:00:00,824.0
2016-07-25 19:30:00,1088.0
2016-07-25 20:00:00,599.0
2016-07-25 20:30:00,723.0
2016-07-25 21:00:00,2363.0
2016-07-25 21:30:00,1154.0
2016-07-25 22:00:00,764.0
2016-07-25 22:30:00,1638.0
2016-07-25 23:00:00,431.0
2016-07-25 23:30:00,403.0
2016-07-26 00:00:00,312.0
2016-07-26 00:30:00,270.0
2016-07-26 01:00:00,269.0
2016-07-26 01:30:00,266.0
2016-07-26 02:00:00,271.0
2016-07-26 02:30:00,373.0
2016-07-26 03:00:00,358.0
2016-07-26 03:30:00,355.0
2016-07-26 04:00:00,271.0
2016-07-26 04:30:00,271.0
2016-07-26 05:00:00,271.0
2016-07-26 05:30:00,272.0
2016-07-26 06:00:00,270.0
2016-07-26 06:30:00,269.0
2016-07-26 07:00:00,266.0
2016-07-26 07:30:00,353.0
2016-07-26 08:00:00,354.0
2016-07-26 08:30:00,328.0
2016-07-26 09:00:00,442.0
2016-07-26 09:30:00,1161.0
2016-07-26 10:00:00,521.0
2016-07-26 10:30:00,307.0
2016-07-26 11:00:00,1141.0
2016-07-26 11:30:00,1410.0
2016-07-26 12:00:00,3816.0
2016-07-26 12:30:00,1689.0
2016-07-26 13:00:00,1969.0
2016-07-26 13:30:00,4357.0
2016-07-26 14:00:00,1760.0
2016-07-26 14:30:00,1372.0
2016-07-26 15:00:00,730.0
2016-07-26 15:30:00,2030.0
2016-07-26 16:00:00,4506.0
2016-07-26 16:30:00,4423.0
2016-07-26 17:00:00,1130.0
2016-07-26 17:30:00,442.0
2016-07-26 18:00:00,383.0
2016-07-26 18:30:00,286.0
2016-07-26 19:00:00,242.0
2016-07-26 19:30:00,242.0
2016-07-26 20:00:00,264.0
2016-07-26 20:30:00,584.0
2016-07-26 21:00:00,658.0
2016-07-26 21:30:00,866.0
2016-07-26 22:00:00,431.0
2016-07-26 22:30:00,402.0
2016-07-26 23:00:00,405.0
2016-07-26 23:30:00,322.0
2016-07-27 00:00:00,321.0
2016-07-27 00:30:00,374.0
2016-07-27 01:00:00,372.0
2016-07-27 01:30:00,346.0
2016-07-27 02:00:00,345.0
2016-07-27 02:30:00,405.0
2016-07-27 03:00:00,435.0
2016-07-27 03:30:00,442.0
2016-07-27 04:00:00,533.0
2016-07-27 04:30:00,276.0
2016-07-27 05:00:00,248.0
2016-07-27 05:30:00,249.0
2016-07-27 06:00:00,247.0
2016-07-27 06:30:00,245.0
2016-07-27 07:00:00,245.0
2016-07-27 07:30:00,242.0
2016-07-27 08:00:00,241.0
2016-07-27 08:30:00,331.0
2016-07-27 09:00:00,662.0
2016-07-27 09:30:00,496.0
2016-07-27 10:00:00,1022.0
2016-07-27 10:30:00,4116.0
2016-07-27 11:00:00,4081.0
2016-07-27 11:30:00,3057.0
2016-07-27 12:00:00,3451.0
2016-07-27 12:30:00,1482.0
2016-07-27 13:00:00,722.0
2016-07-27 13:30:00,530.0
2016-07-27 14:00:00,1540.0
2016-07-27 14:30:00,725.0
2016-07-27 15:00:00,310.0
2016-07-27 15:30:00,628.0
2016-07-27 16:00:00,309.0
2016-07-27 16:30:00,1135.0
2016-07-27 17:00:00,840.0
2016-07-27 17:30:00,725.0
2016-07-27 18:00:00,339.0
2016-07-27 18:30:00,668.0
2016-07-27 19:00:00,726.0
2016-07-27 19:30:00,471.0
2016-07-27 20:00:00,837.0
2016-07-27 20:30:00,1651.0
2016-07-27 21:00:00,1262.0
2016-07-27 21:30:00,439.0
2016-07-27 22:00:00,983.0
2016-07-27 22:30:00,613.0
2016-07-27 23:00:00,1314.0
2016-07-27 23:30:00,681.0
2016-07-28 00:00:00,1070.0
2016-07-28 00:30:00,737.0
2016-07-28 01:00:00,967.0
2016-07-28 01:30:00,698.0
2016-07-28 02:00:00,1104.0
2016-07-28 02:30:00,857.0
2016-07-28 03:00:00,1005.0
2016-07-28 03:30:00,955.0
2016-07-28 04:00:00,628.0
2016-07-28 04:30:00,252.0
2016-07-28 05:00:00,561.0
2016-07-28 05:30:00,246.0
2016-07-28 06:00:00,549.0
2016-07-28 06:30:00,422.0
2016-07-28 07:00:00,348.0
2016-07-28 07:30:00,542.0
2016-07-28 08:00:00,266.0
2016-07-28 08:30:00,663.0
2016-07-28 09:00:00,328.0
2016-07-28 09:30:00,502.0
2016-07-28 10:00:00,242.0
2016-07-28 10:30:00,513.0
2016-07-28 11:00:00,241.0
2016-07-28 11:30:00,556.0
2016-07-28 12:00:00,241.0
2016-07-28 12:30:00,697.0
2016-07-28 13:00:00,3461.0
2016-07-28 13:30:00,1453.0
2016-07-28 14:00:00,406.0
2016-07-28 14:30:00,646.0
2016-07-28 15:00:00,312.0
2016-07-28 15:30:00,313.0
2016-07-28 16:00:00,643.0
2016-07-28 16:30:00,1357.0
2016-07-28 17:00:00,2982.0
2016-07-28 17:30:00,3032.0
2016-07-28 18:00:00,3113.0
2016-07-28 18:30:00,2027.0
2016-07-28 19:00:00,2594.0
2016-07-28 19:30:00,1112.0
2016-07-28 20:00:00,612.0
2016-07-28 20:30:00,830.0
2016-07-28 21:00:00,773.0
2016-07-28 21:30:00,647.0
2016-07-28 22:00:00,582.0
2016-07-28 22:30:00,616.0
2016-07-28 23:00:00,492.0
2016-07-28 23:30:00,382.0
2016-07-29 00:00:00,362.0
2016-07-29 00:30:00,335.0
2016-07-29 01:00:00,245.0
2016-07-29 01:30:00,244.0
2016-07-29 02:00:00,244.0
2016-07-29 02:30:00,243.0
2016-07-29 03:00:00,243.0
2016-07-29 03:30:00,243.0
2016-07-29 04:00:00,260.0
2016-07-29 04:30:00,346.0
2016-07-29 05:00:00,330.0
2016-07-29 05:30:00,259.0
2016-07-29 06:00:00,243.0
2016-07-29 06:30:00,242.0
2016-07-29 07:00:00,240.0
2016-07-29 07:30:00,625.0
2016-07-29 08:00:00,252.0
2016-07-29 08:30:00,1369.0
2016-07-29 09:00:00,419.0
2016-07-29 09:30:00,759.0
2016-07-29 10:00:00,1611.0
2016-07-29 10:30:00,2775.0
2016-07-29 11:00:00,1977.0
2016-07-29 11:30:00,1082.0
2016-07-29 12:00:00,1359.0
2016-07-29 12:30:00,912.0
2016-07-29 13:00:00,1547.0
2016-07-29 13:30:00,1558.0
2016-07-29 14:00:00,823.0
2016-07-29 14:30:00,1512.0
2016-07-29 15:00:00,5040.0
2016-07-29 15:30:00,3533.0
2016-07-29 16:00:00,5938.0
2016-07-29 16:30:00,5152.0
2016-07-29 17:00:00,2442.0
2016-07-29 17:30:00,1344.0
2016-07-29 18:00:00,1977.0
2016-07-29 18:30:00,1168.0
2016-07-29 19:00:00,1787.0
2016-07-29 19:30:00,2875.0
2016-07-29 20:00:00,2571.0
2016-07-29 20:30:00,3130.0
2016-07-29 21:00:00,2523.0
2016-07-29 21:30:00,1130.0
2016-07-29 22:00:00,731.0
2016-07-29 22:30:00,936.0
2016-07-29 23:00:00,443.0
2016-07-29 23:30:00,400.0
2016-07-30 00:00:00,317.0
2016-07-30 00:30:00,242.0
2016-07-30 01:00:00,242.0
2016-07-30 01:30:00,242.0
2016-07-30 02:00:00,241.0
2016-07-30 02:30:00,241.0
2016-07-30 03:00:00,242.0
2016-07-30 03:30:00,242.0
2016-07-30 04:00:00,346.0
2016-07-30 04:30:00,331.0
2016-07-30 05:00:00,254.0
2016-07-30 05:30:00,241.0
2016-07-30 06:00:00,240.0
2016-07-30 06:30:00,239.0
2016-07-30 07:00:00,238.0
2016-07-30 07:30:00,477.0
2016-07-30 08:00:00,341.0
2016-07-30 08:30:00,335.0
2016-07-30 09:00:00,248.0
2016-07-30 09:30:00,572.0
2016-07-30 10:00:00,1192.0
2016-07-30 10:30:00,867.0
2016-07-30 11:00:00,1788.0
2016-07-30 11:30:00,1510.0
2016-07-30 12:00:00,356.0
2016-07-30 12:30:00,2353.0
2016-07-30 13:00:00,769.0
2016-07-30 13:30:00,1650.0
2016-07-30 14:00:00,472.0
2016-07-30 14:30:00,1226.0
2016-07-30 15:00:00,1789.0
2016-07-30 15:30:00,2883.0
2016-07-30 16:00:00,3259.0
2016-07-30 16:30:00,2696.0
2016-07-30 17:00:00,5852.0
2016-07-30 17:30:00,6052.0
2016-07-30 18:00:00,3824.0
2016-07-30 18:30:00,1372.0
2016-07-30 19:00:00,1621.0
2016-07-30 19:30:00,1711.0
2016-07-30 20:00:00,1863.0
2016-07-30 20:30:00,2845.0
2016-07-30 21:00:00,1074.0
2016-07-30 21:30:00,2319.0
2016-07-30 22:00:00,2115.0
2016-07-30 22:30:00,2174.0
2016-07-30 23:00:00,556.0
2016-07-30 23:30:00,282.0
2016-07-31 00:00:00,245.0
2016-07-31 00:30:00,244.0
2016-07-31 01:00:00,244.0
2016-07-31 01:30:00,244.0
2016-07-31 02:00:00,332.0
2016-07-31 02:30:00,294.0
2016-07-31 03:00:00,242.0
2016-07-31 03:30:00,242.0
2016-07-31 04:00:00,242.0
2016-07-31 04:30:00,246.0
2016-07-31 05:00:00,328.0
2016-07-31 05:30:00,295.0
2016-07-31 06:00:00,242.0
2016-07-31 06:30:00,242.0
2016-07-31 07:00:00,240.0
2016-07-31 07:30:00,473.0
2016-07-31 08:00:00,339.0
2016-07-31 08:30:00,250.0
2016-07-31 09:00:00,411.0
2016-07-31 09:30:00,404.0
2016-07-31 10:00:00,240.0
2016-07-31 10:30:00,1084.0
2016-07-31 11:00:00,953.0
2016-07-31 11:30:00,905.0
2016-07-31 12:00:00,441.0
2016-07-31 12:30:00,1079.0
2016-07-31 13:00:00,1697.0
2016-07-31 13:30:00,1691.0
2016-07-31 14:00:00,1548.0
2016-07-31 14:30:00,341.0
2016-07-31 15:00:00,544.0
2016-07-31 15:30:00,802.0
2016-07-31 16:00:00,3896.0
2016-07-31 16:30:00,3393.0
2016-07-31 17:00:00,2364.0
2016-07-31 17:30:00,1157.0
2016-07-31 18:00:00,2033.0
2016-07-31 18:30:00,1156.0
2016-07-31 19:00:00,1835.0
